run,algorithm,dataset,r2_test,mse_train,mse_test,hypervolume,size,size_mse
12,random,1028_SWD,0.2933616142670199,0.4882343221359496,0.4495022811354857,12.411913278589036,13.0,13.0
13,random,1028_SWD,0.305636000220759,0.427376823688512,0.4416943774082913,15.623795065256141,15.0,15.0
14,random,1028_SWD,0.2983930439993351,0.5028679247034675,0.4463017203002536,12.73268220570507,7.0,7.0
15,random,1028_SWD,0.3007088199087542,0.4664545160107458,0.444828623770403,15.5259166144846,8.0,8.0
16,random,1028_SWD,0.3167190257930699,0.5121834527744626,0.4346443142115841,12.356137382138614,8.0,8.0
17,random,1028_SWD,0.3195714132601354,0.5027282505076468,0.4328298717767903,12.014800606553916,12.0,12.0
18,random,1028_SWD,0.3084443724202366,0.5092395555991103,0.4399079336834246,12.566495105615232,9.0,9.0
19,random,1028_SWD,0.2929428777688059,0.4454758391464091,0.449768645113076,14.207158527561369,16.0,16.0
20,random,1028_SWD,0.2844918068557852,0.4897777150689875,0.4594656040381422,11.739858128873466,8.0,8.0
21,random,1028_SWD,0.3124246700416987,0.4574209695431359,0.441528437169609,13.827258475198937,8.0,8.0
22,random,1028_SWD,0.2805233960464052,0.4390084964797878,0.4620139302307338,14.754913618882215,21.0,21.0
23,random,1028_SWD,0.3361192723699338,0.4358250551345804,0.4263128814631884,14.9088092016194,16.0,16.0
24,random,1028_SWD,0.3049878624013458,0.4683482090088013,0.4463040041684644,15.005938158906906,17.0,17.0
25,random,1028_SWD,0.2669019070941012,0.5392354091988799,0.4707610077755297,12.330296835848527,8.0,8.0
26,random,1028_SWD,0.298995670737058,0.3912001357199645,0.4501519069443162,15.645619928468555,6.0,6.0
27,random,1028_SWD,0.2985502816924865,0.5259600270154636,0.450437914775333,9.987145842675847,14.0,14.0
28,random,1028_SWD,0.2945996383624705,0.4073094673107286,0.4529748315309448,16.39789739545027,16.0,16.0
29,random,1028_SWD,0.3102222590464198,0.4626816743748229,0.4429427216012648,15.616810689033933,10.0,10.0
0,GPZGD,1028_SWD,0.3849660894621146,0.3619050372028355,0.426495392552203,1.3019780839324868,47.0,47.0
1,GPZGD,1028_SWD,0.3582484332750565,0.3585565623878637,0.4082268936832694,0.0,55.0,55.0
2,GPZGD,1028_SWD,0.3990241803342097,0.3782983095409464,0.3859183174152761,0.4309919700137201,49.0,49.0
3,GPZGD,1028_SWD,0.3895911681665406,0.3646971965262398,0.4232881307673953,0.0,52.0,52.0
4,GPZGD,1028_SWD,0.3539280994583573,0.3604638333831526,0.4109751167420248,0.460252985823632,49.0,49.0
5,GPZGD,1028_SWD,0.4023242447341915,0.3812748025837165,0.3837991717542888,4.691664469203905,39.0,39.0
6,GPZGD,1028_SWD,0.3849546582799945,0.3625249683245934,0.42650331950781,3.4641851457710326,42.0,42.0
7,GPZGD,1028_SWD,0.3333598488370151,0.3601251066205739,0.4240588605067646,0.0,58.0,58.0
8,GPZGD,1028_SWD,0.4202193841495387,0.3720799904280282,0.3723077575124927,2.2017255032453384,45.0,45.0
9,GPZGD,1028_SWD,0.4048341800207666,0.3520027286785442,0.4127178610423317,0.0,51.0,51.0
10,GPZGD,1028_SWD,0.383002757682585,0.3826329844652267,0.3924803314899207,0.8541152162082551,48.0,48.0
11,GPZGD,1028_SWD,0.3591985242766345,0.3833592191151155,0.4114924747653107,2.963658097829487,43.0,43.0
12,GPZGD,1028_SWD,0.4019885076928271,0.3608889807660433,0.4146911931070923,1.3067453182074482,47.0,47.0
13,GPZGD,1028_SWD,0.3279688903148566,0.3731705278469758,0.4274881224915965,0.0,51.0,51.0
14,GPZGD,1028_SWD,0.3785354005619951,0.3830059575111428,0.3990752451265814,2.967377545656604,43.0,43.0
15,GPZGD,1028_SWD,0.3772367329914012,0.3564077002548842,0.4318553163965155,0.8851806894509974,48.0,48.0
16,GPZGD,1028_SWD,0.3540147567289009,0.3583945167920823,0.4109199928744672,0.9267030285943259,48.0,48.0
17,GPZGD,1028_SWD,0.4142431680756506,0.3820103929363084,0.3761454015179164,3.8286767856703454,41.0,41.0
18,GPZGD,1028_SWD,0.3971690825754596,0.3536116961381126,0.418033224452177,0.4469632011193453,49.0,49.0
19,GPZGD,1028_SWD,0.3632642600427601,0.3624712313810647,0.4050362581058877,4.572471722709449,40.0,40.0
20,GPZGD,1028_SWD,0.4151102345663515,0.382195422671758,0.3755886123256914,0.4251302238486695,49.0,49.0
21,GPZGD,1028_SWD,0.3884090927102854,0.3560271882090142,0.4241078412371822,0.8863709055331106,48.0,48.0
22,GPZGD,1028_SWD,0.3275537648412943,0.3691681638068823,0.4277521894473282,3.577755198936971,42.0,42.0
23,GPZGD,1028_SWD,0.4186265413511332,0.3788418803386246,0.3733306060074779,0.0,51.0,51.0
24,GPZGD,1028_SWD,0.3952582857422344,0.3608491143346138,0.4193582669116427,0.8712882449872952,48.0,48.0
25,GPZGD,1028_SWD,0.3538177272634382,0.3594542292142755,0.411045325995289,3.2323531436877126,43.0,43.0
26,GPZGD,1028_SWD,0.4186265413511332,0.3788418803386246,0.3733306060074779,0.0,51.0,51.0
27,GPZGD,1028_SWD,0.4088841079057677,0.3593422784030612,0.4099094377122897,0.0,53.0,53.0
28,GPZGD,1028_SWD,0.3139857564280573,0.3590986328942989,0.4363829840027207,0.0,60.0,60.0
29,GPZGD,1028_SWD,0.3585167491858966,0.3780864681843734,0.4119302785625076,0.0,52.0,52.0
0,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
1,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
2,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
3,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
4,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
5,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
6,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
7,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
8,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
9,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
10,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
11,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
12,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
13,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
14,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
15,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
16,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
17,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
18,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
19,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
20,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
21,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
22,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
23,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
24,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
25,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
26,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
27,slim_gsgp,1028_SWD,0.3867015908571369,0.3339069540352753,0.4252919087506389,0.0,116.0,116.0
28,slim_gsgp,1028_SWD,0.3978097227819424,0.3610629455594927,0.3830614197477419,0.0,122.0,122.0
29,slim_gsgp,1028_SWD,0.3906019079438514,0.3623285717158682,0.3913267033824649,0.0,133.0,133.0
0,RF,1028_SWD,0.3746059726070684,0.2954055782952138,0.399077328635302,26.837451184669867,10000.0,100000.0
1,RF,1028_SWD,0.3232881932297256,0.2985744085837608,0.3891233167634301,27.58323037539512,10000.0,100000.0
2,RF,1028_SWD,0.3374216188263459,0.2914933745995211,0.386660814876166,28.011512201365278,10000.0,100000.0
3,RF,1028_SWD,0.3761618124891176,0.2953717439222686,0.4000509766522304,26.840071956614008,10000.0,100000.0
4,RF,1028_SWD,0.3207813872062182,0.2985964951184342,0.3859603076498267,27.581690450087578,10000.0,100000.0
5,RF,1028_SWD,0.3382373091164908,0.2913609764053209,0.382084912930805,28.021220824814144,10000.0,100000.0
6,RF,1028_SWD,0.3710555971508189,0.2953687146526808,0.3959181337370704,26.840266804389667,10000.0,100000.0
7,RF,1028_SWD,0.3246331128014326,0.2986003058079577,0.3914999474207541,27.581297189042946,10000.0,100000.0
8,RF,1028_SWD,0.3390638848555843,0.2913350385180694,0.3820702829407851,28.023116512618714,10000.0,100000.0
9,RF,1028_SWD,0.3745255660601384,0.2953673331501468,0.4011761605405405,26.84039269157694,10000.0,100000.0
10,RF,1028_SWD,0.3217703810151818,0.2985701114194381,0.3848381235980196,27.583664329724698,10000.0,100000.0
11,RF,1028_SWD,0.3355770708017652,0.2914058630982716,0.381043796433799,28.01799330527484,10000.0,100000.0
12,RF,1028_SWD,0.3728978205810168,0.2953684964088006,0.4032135974243632,26.84034041904183,10000.0,100000.0
13,RF,1028_SWD,0.3200235098101319,0.2985364784861673,0.3886169450583916,27.585941932663033,10000.0,100000.0
14,RF,1028_SWD,0.3348101877317676,0.2914117076383444,0.3833183188423152,28.01747157940601,10000.0,100000.0
15,RF,1028_SWD,0.3702432881884021,0.2953882454584505,0.4019410995812819,26.83876977394186,10000.0,100000.0
16,RF,1028_SWD,0.3232600109068564,0.2985967051773052,0.3881604766866866,27.58154757212932,10000.0,100000.0
17,RF,1028_SWD,0.335528884334518,0.29145073473714,0.3791332836974351,28.014486668604633,10000.0,100000.0
18,RF,1028_SWD,0.3738689880456355,0.2954065927749284,0.3970309033800467,26.837081470702408,10000.0,100000.0
19,RF,1028_SWD,0.3193711004045694,0.2986132297149825,0.3909179163363363,27.580246598801303,10000.0,100000.0
20,RF,1028_SWD,0.3347897155825091,0.2913255473881975,0.380224805156354,28.02369594767825,10000.0,100000.0
21,RF,1028_SWD,0.3759711140049323,0.295313100793099,0.4019969217836204,26.844684851046427,10000.0,100000.0
22,RF,1028_SWD,0.323586317890376,0.2985041185369511,0.3862192219819819,27.58847350735396,10000.0,100000.0
23,RF,1028_SWD,0.3366094993869781,0.2914103111495362,0.3796347983532934,28.017830398702184,10000.0,100000.0
24,RF,1028_SWD,0.3746688118662102,0.2954510832413037,0.3992494699966634,26.83387070744984,10000.0,100000.0
25,RF,1028_SWD,0.3261236352576958,0.2985791904057546,0.3865486557757757,27.58292255240351,10000.0,100000.0
26,RF,1028_SWD,0.3375469802955521,0.2913521486624993,0.3845851675951499,28.021811943891667,10000.0,100000.0
27,RF,1028_SWD,0.3749876122477534,0.2954207334208051,0.3989781603750689,26.836109725486992,10000.0,100000.0
28,RF,1028_SWD,0.3213430739434306,0.2985130507951735,0.3855960907307306,27.587900165436718,10000.0,100000.0
29,RF,1028_SWD,0.3388844695526383,0.291480565769397,0.3816660710246174,28.012291937736833,10000.0,100000.0
0,random,1028_SWD,0.2614171140845015,0.4580916557061398,0.5121704550979631,12.838002113391298,6.0,6.0
1,random,1028_SWD,0.2712868152454686,0.4419745942223239,0.5053263087852204,13.766544717708854,8.0,8.0
2,random,1028_SWD,0.2897345227635505,0.4792355952505194,0.4925337421888004,10.72518446750403,13.0,13.0
3,random,1028_SWD,0.3167205484324507,0.4811181907366854,0.4738202771035733,14.103153004339047,10.0,10.0
4,random,1028_SWD,0.3124395819930855,0.4440929897036186,0.4767889141669558,13.283463279998067,11.0,11.0
5,random,1028_SWD,0.3464400128592129,0.4138200753299855,0.4532113083459842,13.673180462300389,16.0,16.0
6,random,1028_SWD,0.3019746797160879,0.4373515194959231,0.4840458028167949,14.273845018972176,17.0,17.0
7,random,1028_SWD,0.2852076127742057,0.4394220618461949,0.4956729288578176,13.271768250733471,9.0,9.0
8,random,1028_SWD,0.2745153604816011,0.447446067694721,0.5030874734230326,12.874566686952608,8.0,8.0
9,random,1028_SWD,0.2982566905574763,0.4515360978325343,0.486624043168323,13.624641622727415,6.0,6.0
10,random,1028_SWD,0.3226630715041398,0.4892761377008996,0.4308632259488398,12.787688440253286,11.0,11.0
11,random,1028_SWD,0.2594599050988385,0.4450131880494997,0.4710676190978189,15.637198961619445,9.0,9.0
12,random,1028_SWD,0.2933616142670199,0.4882343221359496,0.4495022811354857,12.411913278589036,13.0,13.0
13,random,1028_SWD,0.305636000220759,0.427376823688512,0.4416943774082913,15.623795065256141,15.0,15.0
14,random,1028_SWD,0.2983930439993351,0.5028679247034675,0.4463017203002536,12.73268220570507,7.0,7.0
15,random,1028_SWD,0.3007088199087542,0.4664545160107458,0.444828623770403,15.5259166144846,8.0,8.0
16,random,1028_SWD,0.3167190257930699,0.5121834527744626,0.4346443142115841,12.356137382138614,8.0,8.0
17,random,1028_SWD,0.3195714132601354,0.5027282505076468,0.4328298717767903,12.014800606553916,12.0,12.0
18,random,1028_SWD,0.3084443724202366,0.5092395555991103,0.4399079336834246,12.566495105615232,9.0,9.0
19,random,1028_SWD,0.2929428777688059,0.4454758391464091,0.449768645113076,14.207158527561369,16.0,16.0
20,random,1028_SWD,0.2844918068557852,0.4897777150689875,0.4594656040381422,11.739858128873466,8.0,8.0
21,random,1028_SWD,0.3124246700416987,0.4574209695431359,0.441528437169609,13.827258475198937,8.0,8.0
22,random,1028_SWD,0.2805233960464052,0.4390084964797878,0.4620139302307338,14.754913618882215,21.0,21.0
23,random,1028_SWD,0.3361192723699338,0.4358250551345804,0.4263128814631884,14.9088092016194,16.0,16.0
24,random,1028_SWD,0.3049878624013458,0.4683482090088013,0.4463040041684644,15.005938158906906,17.0,17.0
25,random,1028_SWD,0.2669019070941012,0.5392354091988799,0.4707610077755297,12.330296835848527,8.0,8.0
26,random,1028_SWD,0.298995670737058,0.3912001357199645,0.4501519069443162,15.645619928468555,6.0,6.0
27,random,1028_SWD,0.2985502816924865,0.5259600270154636,0.450437914775333,9.987145842675847,14.0,14.0
28,random,1028_SWD,0.2945996383624705,0.4073094673107286,0.4529748315309448,16.39789739545027,16.0,16.0
29,random,1028_SWD,0.3102222590464198,0.4626816743748229,0.4429427216012648,15.616810689033933,10.0,10.0
0,SymRegg,1193_BNG_lowbwt,0.5710222711588901,225923.9944682085,229279.4776719848,24.721664795192005,21.0,21.0
1,SymRegg,1193_BNG_lowbwt,0.5632937934955975,208367.50820803983,233410.18470571912,26.77445264753466,25.0,25.0
2,SymRegg,1193_BNG_lowbwt,0.5768128014014312,236256.5545925356,226184.56234143768,24.455880844683684,48.0,48.0
3,SymRegg,1193_BNG_lowbwt,0.5724271779554243,237011.15197168663,228528.5848520769,25.038858007980334,28.0,28.0
4,SymRegg,1193_BNG_lowbwt,0.5709551732053963,242718.900587032,229315.3401018864,25.79510085295423,47.0,47.0
5,SymRegg,1193_BNG_lowbwt,0.5664825751412788,230246.6643708865,231705.84869716465,24.462898722931506,23.0,23.0
6,SymRegg,1193_BNG_lowbwt,0.5712621145305602,212697.05630379924,229151.2864879619,26.28489962520213,30.0,30.0
7,SymRegg,1193_BNG_lowbwt,0.5724518536737279,238732.1843366856,228515.39620515323,25.531832926367606,17.0,17.0
8,SymRegg,1193_BNG_lowbwt,0.5752962437065162,227502.27994488247,226995.1301932674,24.899460842313097,26.0,26.0
9,SymRegg,1193_BNG_lowbwt,0.5715303648358631,228113.53060025736,229007.91240173287,24.85117107628034,23.0,23.0
10,SymRegg,1193_BNG_lowbwt,0.5634516164802181,220242.78536184356,227908.3921400362,26.54452294914054,29.0,29.0
11,SymRegg,1193_BNG_lowbwt,0.560193244139428,222186.1387129593,229609.48743489347,25.432010307457013,44.0,44.0
12,SymRegg,1193_BNG_lowbwt,0.5629612096093959,198054.4447162324,228164.4183805238,26.808865351229063,42.0,42.0
13,SymRegg,1193_BNG_lowbwt,0.5581867028691048,231413.12721171256,230657.04049417828,26.015000415268258,17.0,17.0
14,SymRegg,1193_BNG_lowbwt,0.564893653735244,219055.30874109143,227155.5491457519,26.66555532936431,22.0,22.0
15,SymRegg,1193_BNG_lowbwt,0.5661623669834606,210227.51808897787,226493.1932479785,26.310250712407967,44.0,44.0
16,SymRegg,1193_BNG_lowbwt,0.5546316874103994,227558.6593987989,232513.00397454647,25.96454835550948,26.0,26.0
17,SymRegg,1193_BNG_lowbwt,0.5715743378350779,201449.557444739,223667.77086259244,26.15491292427515,33.0,33.0
18,SymRegg,1193_BNG_lowbwt,0.5511016998818545,210863.2626655052,234355.9011476352,26.06153741881296,25.0,25.0
19,SymRegg,1193_BNG_lowbwt,0.5608234938240038,208031.11717682023,229280.4535919541,25.81250391459468,24.0,24.0
20,SymRegg,1193_BNG_lowbwt,0.5760022078468032,205434.49672706152,222873.1146816276,26.75094030112716,19.0,19.0
21,SymRegg,1193_BNG_lowbwt,0.5758195885930826,218728.81174598145,222969.1079217595,25.213105630682655,37.0,37.0
22,SymRegg,1193_BNG_lowbwt,0.5703958537829095,215850.93453921072,225820.0771784902,26.02252704006139,19.0,19.0
23,SymRegg,1193_BNG_lowbwt,0.5688957853226799,213612.6223329378,226608.58347770752,25.462270058900195,49.0,49.0
24,SymRegg,1193_BNG_lowbwt,0.5800372192531678,231348.4132200339,220752.1235430996,24.460714800789717,31.0,31.0
25,SymRegg,1193_BNG_lowbwt,0.5728797022444803,210344.57138020272,224514.44999534803,25.59806577370798,34.0,34.0
26,SymRegg,1193_BNG_lowbwt,0.570139009057452,214849.9808426425,225955.0868059261,24.310797411215617,43.0,43.0
27,SymRegg,1193_BNG_lowbwt,0.5759009373097366,216466.0441870552,222926.3472230211,25.63396707106662,27.0,27.0
28,SymRegg,1193_BNG_lowbwt,0.5741477655289173,227504.5229434813,223847.8964918954,24.88040606376137,34.0,34.0
29,SymRegg,1193_BNG_lowbwt,0.5764073781887785,204731.32294116888,222660.1381573064,26.666486683837498,21.0,21.0
0,eggp,1193_BNG_lowbwt,0.5722250831343318,200566.6537621816,228636.60023820307,27.6311877740021,30.0,30.0
1,eggp,1193_BNG_lowbwt,0.5578603669621136,235913.1975335588,236314.23569440743,25.06357046986944,45.0,45.0
2,eggp,1193_BNG_lowbwt,0.5736483487630906,230757.98852351608,227875.8950127084,24.909788091468513,27.0,27.0
3,eggp,1193_BNG_lowbwt,0.5757714909039182,198948.2028026578,226741.1206681581,27.125030258959864,48.0,48.0
4,eggp,1193_BNG_lowbwt,0.5729408456904355,218313.6107836175,228254.0403662863,24.49715578128692,22.0,22.0
5,eggp,1193_BNG_lowbwt,0.5744382890745747,234277.2848102752,227453.68870727048,25.947559471814337,40.0,40.0
6,eggp,1193_BNG_lowbwt,0.5807260852187017,221645.8982765236,224092.99532225952,25.35374025117859,41.0,41.0
7,eggp,1193_BNG_lowbwt,0.574061020739598,206764.5384253668,227655.33061306205,24.75725338322336,25.0,25.0
8,eggp,1193_BNG_lowbwt,0.5711749120713663,227877.47125580444,229197.89434881683,25.34790697950162,26.0,26.0
9,eggp,1193_BNG_lowbwt,0.5744493498003322,214140.556377279,227447.77698446097,25.798569633937127,17.0,17.0
10,eggp,1193_BNG_lowbwt,0.561934479053175,232909.8809867918,228700.44260845167,24.208065143434347,29.0,29.0
11,eggp,1193_BNG_lowbwt,0.5560179681530701,231318.21731501532,231789.2697287124,25.91642506458286,43.0,43.0
12,eggp,1193_BNG_lowbwt,0.5661609060168025,216670.91082652943,226493.95597342783,25.926244669392425,38.0,38.0
13,eggp,1193_BNG_lowbwt,0.5640802307595538,215166.9865625933,227580.21209152805,26.8778030094324,32.0,32.0
14,eggp,1193_BNG_lowbwt,0.5617867646388086,222092.55843360248,228777.55972981796,24.777548023794147,48.0,48.0
15,eggp,1193_BNG_lowbwt,0.564855417352589,211732.38151587,227175.51117704355,25.189319684450922,27.0,27.0
16,eggp,1193_BNG_lowbwt,0.5564645104531465,226786.1412542473,231556.14382222676,24.539091888319717,23.0,23.0
17,eggp,1193_BNG_lowbwt,0.5520422823495084,247858.5688446866,233864.8521689408,24.80095692256964,18.0,18.0
18,eggp,1193_BNG_lowbwt,0.5606453528806365,214840.7357530587,229373.45546187245,25.26444302217523,36.0,36.0
19,eggp,1193_BNG_lowbwt,0.5594323789265165,219858.8658728629,230006.7116003153,25.664153303490515,28.0,28.0
20,eggp,1193_BNG_lowbwt,0.5732268899746589,213570.35599194388,224331.95184975347,25.826055387265193,32.0,32.0
21,eggp,1193_BNG_lowbwt,0.5636697639615129,213678.85087291265,229355.62527771565,27.366502562908238,32.0,32.0
22,eggp,1193_BNG_lowbwt,0.5767307147365324,197447.62620894736,222490.17731123135,27.35082277318259,45.0,45.0
23,eggp,1193_BNG_lowbwt,0.5664936270386998,237823.1790105037,227871.27047423672,24.274403360685632,23.0,23.0
24,eggp,1193_BNG_lowbwt,0.5781413586028689,222662.4640144824,221748.67677039045,24.957489002449236,31.0,31.0
25,eggp,1193_BNG_lowbwt,0.577371670064758,233442.55317470132,222153.26114558816,24.882593455155174,39.0,39.0
