run,algorithm,dataset,r2_test,mse_train,mse_test,hypervolume,size,size_mse
23,slim_gsgp,579_fri_c0_250_5,0.2830892133651108,0.3086100172636327,0.7665783593437263,0.0,161.0,161.0
24,slim_gsgp,579_fri_c0_250_5,0.2134843116771094,0.3334976483182019,0.7148438557432866,0.0,157.0,157.0
25,slim_gsgp,579_fri_c0_250_5,0.4045508484705418,0.3709037548988541,0.598803624083261,0.0,133.0,133.0
26,slim_gsgp,579_fri_c0_250_5,0.2830892133651108,0.3086100172636327,0.7665783593437263,0.0,161.0,161.0
27,slim_gsgp,579_fri_c0_250_5,0.2134843116771094,0.3334976483182019,0.7148438557432866,0.0,157.0,157.0
28,slim_gsgp,579_fri_c0_250_5,0.4045508484705418,0.3709037548988541,0.598803624083261,0.0,133.0,133.0
29,slim_gsgp,579_fri_c0_250_5,0.2830892133651108,0.3086100172636327,0.7665783593437263,0.0,161.0,161.0
0,RF,579_fri_c0_250_5,0.5161565667593441,0.0608747962151737,0.3934271065826909,46.91927366170151,10000.0,100000.0
1,RF,579_fri_c0_250_5,0.5076290061462558,0.057679882830961,0.4336872184389301,46.9328883617199,10000.0,100000.0
2,RF,579_fri_c0_250_5,0.48470922191651,0.0631039763712723,0.5144743026101606,46.5435369923545,10000.0,100000.0
3,RF,579_fri_c0_250_5,0.5081077809646044,0.0612685530139354,0.3871711095781109,46.89999008209264,10000.0,100000.0
4,RF,579_fri_c0_250_5,0.507371033946779,0.0566883260487809,0.4248907549688476,46.982513975185924,10000.0,100000.0
5,RF,579_fri_c0_250_5,0.4779237156299702,0.0625838628148909,0.4917984674466484,46.57018933665463,10000.0,100000.0
6,RF,579_fri_c0_250_5,0.5074405527834704,0.059492994228485,0.3743758515936743,46.984099015551664,10000.0,100000.0
7,RF,579_fri_c0_250_5,0.4982657331727579,0.0575671122862348,0.4359727144044591,46.939073884820395,10000.0,100000.0
8,RF,579_fri_c0_250_5,0.4900571699448761,0.0634100528870569,0.4915324806990496,46.52722706048362,10000.0,100000.0
9,RF,579_fri_c0_250_5,0.5148110230916354,0.0608648584973903,0.3883002264999239,46.9191394896762,10000.0,100000.0
10,RF,579_fri_c0_250_5,0.4878018573808643,0.0579674177690096,0.4404501720121994,46.91898554990023,10000.0,100000.0
11,RF,579_fri_c0_250_5,0.5021219512298681,0.0633047888838911,0.4877796861261137,46.53344868778802,10000.0,100000.0
12,RF,579_fri_c0_250_5,0.5116065330675795,0.0598331166726717,0.4000327849555998,46.96739620945753,10000.0,100000.0
13,RF,579_fri_c0_250_5,0.4975357426315504,0.0584736167710249,0.4134344395260206,46.89453630183465,10000.0,100000.0
14,RF,579_fri_c0_250_5,0.4819797334106021,0.0606856858040809,0.4885188077257067,46.668734282721786,10000.0,100000.0
15,RF,579_fri_c0_250_5,0.5025439825601825,0.0610666302990779,0.3839801864569712,46.90979720564546,10000.0,100000.0
16,RF,579_fri_c0_250_5,0.5071379712590393,0.0579885708272817,0.4510125257911546,46.917561219599904,10000.0,100000.0
17,RF,579_fri_c0_250_5,0.4888452104189523,0.0623233750280774,0.4859461050167365,46.58426652619206,10000.0,100000.0
18,RF,579_fri_c0_250_5,0.521583845411552,0.0604068712432917,0.3863920953602929,46.940321410040966,10000.0,100000.0
19,RF,579_fri_c0_250_5,0.5075436633948207,0.0577255580266534,0.4347714654247193,46.93182063146427,10000.0,100000.0
20,RF,579_fri_c0_250_5,0.4897407066370437,0.0620976113141413,0.482860842718181,46.59694228312159,10000.0,100000.0
21,RF,579_fri_c0_250_5,0.5212161793700614,0.0603816461478671,0.3898882001687014,46.94127720543483,10000.0,100000.0
22,RF,579_fri_c0_250_5,0.4958165125381479,0.0581638546290278,0.4275496922465529,46.909385740315166,10000.0,100000.0
23,RF,579_fri_c0_250_5,0.4930160384414814,0.062993225832383,0.4899376290449784,46.55051070237425,10000.0,100000.0
24,RF,579_fri_c0_250_5,0.5222632581161342,0.0597241174570236,0.402081214900804,46.97291423570343,10000.0,100000.0
25,RF,579_fri_c0_250_5,0.5008881696298679,0.0576431930920443,0.4401941665091948,46.935036001820386,10000.0,100000.0
26,RF,579_fri_c0_250_5,0.4935839355161113,0.0622729166158532,0.4831471992096481,46.58652413187356,10000.0,100000.0
27,RF,579_fri_c0_250_5,0.5129084703682011,0.0594746902167072,0.3882059837999894,46.98456134336097,10000.0,100000.0
28,RF,579_fri_c0_250_5,0.5194960561182704,0.0573628249645023,0.4243884525903864,46.94939801051834,10000.0,100000.0
29,RF,579_fri_c0_250_5,0.502224106702934,0.062507247490663,0.4758880385033155,46.57473636166313,10000.0,100000.0
0,random,579_fri_c0_250_5,0.3815237707576216,0.6107949625081968,0.5621171185280772,19.896377822001245,5.0,5.0
1,random,579_fri_c0_250_5,0.4173142178665903,0.6235821931730802,0.5295881027817976,18.65061739889979,7.0,7.0
2,random,579_fri_c0_250_5,0.4920436332760156,0.4881334698296865,0.4616684614550948,19.634095134723474,7.0,7.0
3,random,579_fri_c0_250_5,0.5731006291304598,0.4062872271472896,0.3879978452018932,25.050884804131783,16.0,16.0
4,random,579_fri_c0_250_5,0.4004665725418099,0.7365664011070485,0.5449004937778905,15.296728587795183,5.0,5.0
5,random,579_fri_c0_250_5,0.6481859059197395,0.3657830245437202,0.3197547706307404,25.798061942261274,18.0,18.0
6,random,579_fri_c0_250_5,0.4847129304524264,0.3522723558507778,0.4683311484803171,24.997635879486854,12.0,12.0
7,random,579_fri_c0_250_5,0.4805366533658665,0.5025367810805994,0.4721268591820003,26.072983587651624,7.0,7.0
8,random,579_fri_c0_250_5,0.449406344295334,0.6006573605353356,0.5004203954672217,16.326867416964312,14.0,14.0
9,random,579_fri_c0_250_5,0.5041602198062338,0.7639908289346655,0.4506560079690399,17.386220576556816,8.0,8.0
10,random,579_fri_c0_250_5,0.3658508733760363,0.4594611734075657,0.637721616121705,26.004048172245803,7.0,7.0
11,random,579_fri_c0_250_5,0.4975247469679952,0.4047655162280545,0.505305955604897,24.348331656306996,7.0,7.0
12,random,579_fri_c0_250_5,0.3885661769569272,0.4977422302585187,0.614878345505816,21.669464441908072,7.0,7.0
13,random,579_fri_c0_250_5,0.3484785603090746,0.5186202008865498,0.6551917963990398,25.134557755784286,5.0,5.0
14,random,579_fri_c0_250_5,0.3678217489367233,0.5013602379295373,0.6357396376012466,24.67630202805016,13.0,13.0
15,random,579_fri_c0_250_5,0.3666281627583293,0.4501117308366512,0.6369399478669381,25.828794331665723,7.0,7.0
16,random,579_fri_c0_250_5,0.4622596927519161,0.3988484521140263,0.540769676081852,28.21872363691518,7.0,7.0
17,random,579_fri_c0_250_5,0.4667708172656659,0.4095702397051148,0.5362331380742225,25.722042778092664,7.0,7.0
18,random,579_fri_c0_250_5,0.4222903035238649,0.3627957192982174,0.5809642335191675,30.561838564521583,7.0,7.0
19,random,579_fri_c0_250_5,0.3702391023733603,0.4462435774871565,0.6333086659644069,26.145090236537428,10.0,10.0
20,random,579_fri_c0_250_5,0.4824263430791367,0.3878831073723382,0.5534311551152482,24.54855186867125,13.0,13.0
21,random,579_fri_c0_250_5,0.6485931382742542,0.5018309820901323,0.3757523258762753,25.51386767425366,7.0,7.0
22,random,579_fri_c0_250_5,0.4620681865149804,0.3979981988185769,0.5751997245790547,26.451582069779285,7.0,7.0
23,random,579_fri_c0_250_5,0.4627802669206248,0.5004571314473274,0.574438311249452,19.624022366642798,7.0,7.0
24,random,579_fri_c0_250_5,0.7125511115908374,0.3180632023131463,0.307363344756166,30.443316829903573,11.0,11.0
25,random,579_fri_c0_250_5,0.6240469736083152,0.3996193133741246,0.4019990486046635,21.932597263455378,7.0,7.0
26,random,579_fri_c0_250_5,0.3715119268415928,0.6002967746912499,0.6720297210902991,31.162425969157912,5.0,5.0
27,random,579_fri_c0_250_5,0.4680538438920878,0.4718302217215744,0.5687993809138762,24.65449907855453,7.0,7.0
28,random,579_fri_c0_250_5,0.5833116521955186,0.4359999316791166,0.4455565127105345,24.90662836076355,7.0,7.0
29,random,579_fri_c0_250_5,0.4691421513941569,0.4979338637202992,0.5676356754780665,25.278278056401458,7.0,7.0
0,SymRegg,650_fri_c0_500_50,0.8561783969186729,0.1420325329438294,0.1472262790295742,38.02544263011382,40.0,40.0
1,SymRegg,650_fri_c0_500_50,0.4464385093303994,0.6014360540224797,0.5666659023350226,18.165112139300717,18.0,18.0
2,SymRegg,650_fri_c0_500_50,0.9395504362273858,0.0511486632959934,0.06188058088999591,37.357608765502036,46.0,46.0
3,SymRegg,650_fri_c0_500_50,0.9572443401363036,0.04071555787714468,0.04376781077615041,38.06294664997289,46.0,46.0
4,SymRegg,650_fri_c0_500_50,0.9580278038588326,0.0493181863728485,0.042965800186980575,39.850121373294506,47.0,47.0
5,SymRegg,650_fri_c0_500_50,0.6082135714748795,0.3764791718047519,0.4010611536114126,22.936728105220485,48.0,48.0
6,SymRegg,650_fri_c0_500_50,0.9606507306688096,0.03250665787282671,0.04028078106519081,37.61514825681147,34.0,34.0
7,SymRegg,650_fri_c0_500_50,0.3940932602027313,0.6519289440681387,0.620250315864225,17.20458947372775,4.0,4.0
8,SymRegg,650_fri_c0_500_50,0.9350355184042324,0.0558657416962047,0.06650237995902245,38.32469773940462,40.0,40.0
9,SymRegg,650_fri_c0_500_50,0.911833909936404,0.08460105115218572,0.0902532380292655,36.16844931281188,39.0,39.0
10,SymRegg,650_fri_c0_500_50,0.9441297063135908,0.04641144610446814,0.05759270508889266,40.52329273065113,34.0,34.0
11,SymRegg,650_fri_c0_500_50,0.95392262774298,0.03592362680403285,0.04749788011791334,38.951204446777965,37.0,37.0
12,SymRegg,650_fri_c0_500_50,0.8670726642778079,0.1481635231794651,0.1370253195279464,37.608729997387286,29.0,29.0
13,SymRegg,650_fri_c0_500_50,0.943995420967568,0.05653772410338448,0.057731130284483234,37.5395858294514,36.0,36.0
14,SymRegg,650_fri_c0_500_50,0.935562420048984,0.05446470443540896,0.06642411009311673,39.36929651145374,44.0,44.0
15,SymRegg,650_fri_c0_500_50,0.6612946080225524,0.4153862208878989,0.3491472563517257,27.983875720213902,17.0,17.0
16,SymRegg,650_fri_c0_500_50,0.9523017631661692,0.04768711919397652,0.049168713926041385,39.56163197304379,37.0,37.0
17,SymRegg,650_fri_c0_500_50,0.9506828577417455,0.05213599677218268,0.05083752818356006,40.54836453196421,43.0,43.0
18,SymRegg,650_fri_c0_500_50,0.8610931551202657,0.1113640437979712,0.1431891694876331,38.32800337117764,41.0,41.0
19,SymRegg,650_fri_c0_500_50,0.9482692922223374,0.04447184154048076,0.0533255009146899,40.24576224948004,37.0,37.0
20,SymRegg,650_fri_c0_500_50,0.8461170369537736,0.1266643195947615,0.1431438872061722,37.877079787170956,33.0,33.0
21,SymRegg,650_fri_c0_500_50,0.8294230886014413,0.1157067236251652,0.1586728100490087,39.032918833201315,34.0,34.0
22,SymRegg,650_fri_c0_500_50,0.945491090591824,0.05543463271879232,0.05070488003088093,39.4583233417627,40.0,40.0
23,SymRegg,650_fri_c0_500_50,0.7337725294067888,0.2318542171019616,0.2476481753885338,34.58425830363896,32.0,32.0
24,SymRegg,650_fri_c0_500_50,0.8512608589742746,0.1083388379613409,0.1383590386138687,34.769670341433894,47.0,47.0
25,SymRegg,650_fri_c0_500_50,0.9565497557813718,0.037297097136401176,0.04041796917858654,40.334612017311784,34.0,34.0
26,SymRegg,650_fri_c0_500_50,0.951224293866669,0.05104947321822606,0.04537178150809046,39.72816641182674,35.0,35.0
27,SymRegg,650_fri_c0_500_50,0.8390652040576034,0.1144594194758617,0.1497035917550306,38.139846096100115,39.0,39.0
28,SymRegg,650_fri_c0_500_50,0.9597125853594828,0.03709794944021031,0.03747586492338425,41.44221793769863,31.0,31.0
29,SymRegg,650_fri_c0_500_50,0.7545823466680248,0.2043599668273307,0.2282906189972613,33.03232867527572,43.0,43.0
0,eggp,650_fri_c0_500_50,0.8542007880080549,0.1517981507618975,0.1492507036990822,34.44008391248313,49.0,49.0
1,eggp,650_fri_c0_500_50,0.8843837663636285,0.1152629222990067,0.1183532063960624,37.70346607346286,44.0,44.0
2,eggp,650_fri_c0_500_50,0.8622153629758362,0.1416959445387494,0.1410464004148058,37.387749028846926,39.0,39.0
3,eggp,650_fri_c0_500_50,0.9543359429498952,0.052430509026438726,0.046745058189064166,37.98329385106049,40.0,40.0
4,eggp,650_fri_c0_500_50,0.872895011565349,0.1202072629973286,0.1301139334592797,36.01228987838921,24.0,24.0
5,eggp,650_fri_c0_500_50,0.8611177845596606,0.139875536647606,0.1421699617066748,36.967067034385565,31.0,31.0
6,eggp,650_fri_c0_500_50,0.8723211804577921,0.1163235555167308,0.13070134881933,36.86045751508435,30.0,30.0
7,eggp,650_fri_c0_500_50,0.8515257015507175,0.1031843433741683,0.1519891172388999,38.03525333510534,42.0,42.0
8,eggp,650_fri_c0_500_50,0.8602337222799405,0.113221380681633,0.1430749523136838,35.74744806769771,46.0,46.0
9,eggp,650_fri_c0_500_50,0.8609113547428636,0.1441727776868538,0.1423812783180645,37.56902911681748,30.0,30.0
10,eggp,650_fri_c0_500_50,0.8587363322582967,0.1541184366369618,0.1456186502560358,36.66813416451531,24.0,24.0
11,eggp,650_fri_c0_500_50,0.8737547624824157,0.1360290084484077,0.1301372205780278,37.346708248975425,22.0,22.0
12,eggp,650_fri_c0_500_50,0.9478665654804648,0.042095769415607394,0.053740643219225726,38.739990443280234,49.0,49.0
13,eggp,650_fri_c0_500_50,0.8641084807937782,0.1333670461390877,0.140080885088122,38.69910296834497,24.0,24.0
14,eggp,650_fri_c0_500_50,0.9592386302726836,0.03352662595720379,0.04201799186703941,39.20195080050513,39.0,39.0
15,eggp,650_fri_c0_500_50,0.8567424681968426,0.1148412273369569,0.1476739826572435,38.36116355429074,28.0,28.0
16,eggp,650_fri_c0_500_50,0.8578483296768735,0.1400651361880858,0.1465340288484079,34.797164258408614,31.0,31.0
17,eggp,650_fri_c0_500_50,0.8702356783734878,0.1205846492738656,0.1337647936565956,34.79614567108837,42.0,42.0
18,eggp,650_fri_c0_500_50,0.9597897024713772,0.039750669464212886,0.041449930800452055,37.719010431911286,39.0,39.0
19,eggp,650_fri_c0_500_50,0.8830772888693363,0.1427240953001431,0.1205272923414067,36.563341880827394,32.0,32.0
20,eggp,650_fri_c0_500_50,0.8330837616505332,0.1247374495059319,0.1552676054723301,38.07864674217601,24.0,24.0
21,eggp,650_fri_c0_500_50,0.9509802510810862,0.034731210850746326,0.04559879320764058,39.743256070303865,39.0,39.0
22,eggp,650_fri_c0_500_50,0.8445356815113378,0.1191830639338838,0.1446148841287938,37.653548950629805,28.0,28.0
23,eggp,650_fri_c0_500_50,0.8588384155576269,0.1096761663439721,0.1313102992122241,38.46562869168076,44.0,44.0
24,eggp,650_fri_c0_500_50,0.9527898067743652,0.03223619601314725,0.04391552151255228,39.75654491339678,35.0,35.0
25,eggp,650_fri_c0_500_50,0.8454999762631668,0.1268244521305129,0.1437178848999198,37.911144413066395,30.0,30.0
26,eggp,650_fri_c0_500_50,0.9562237341430968,0.03659370904856562,0.04072123864839771,38.31374548524187,33.0,33.0
27,eggp,650_fri_c0_500_50,0.8443633738558554,0.1236592038982411,0.1447751668989775,36.73768081731352,36.0,36.0
28,eggp,650_fri_c0_500_50,0.8445889221374435,0.1159240651564437,0.1445653590220036,38.19449877997287,30.0,30.0
29,eggp,650_fri_c0_500_50,0.8545472746587852,0.1286326788257251,0.1353019729924141,37.57189386302069,28.0,28.0
0,PySIPS,650_fri_c0_500_50,0.7431948244543936,0.2625722434006443,0.2628845015010479,27.099795203990908,17.0,17.0
1,PySIPS,650_fri_c0_500_50,0.7257620659373275,0.2638296682611586,0.2826923471945287,27.045160638406763,14.0,14.0
2,PySIPS,650_fri_c0_500_50,0.6912917094730455,0.2454268728434771,0.2871643737814304,29.353534588971893,13.0,13.0
3,PySIPS,650_fri_c0_500_50,0.7515660908296783,0.2661789398892979,0.254315062885476,29.552846430201974,13.0,13.0
4,PySIPS,650_fri_c0_500_50,0.7430110911618677,0.2676458135127987,0.2649115560570468,26.905115978734088,13.0,13.0
5,PySIPS,650_fri_c0_500_50,0.6903217510670066,0.2510691821208246,0.2880666414134036,30.120164658784706,14.0,14.0
6,PySIPS,650_fri_c0_500_50,0.741818059831375,0.2632209465751418,0.2642938581498675,27.095067907649696,14.0,14.0
7,PySIPS,650_fri_c0_500_50,0.7570491006050748,0.2652785456450027,0.2504407723086074,31.823341090466986,13.0,13.0
8,PySIPS,650_fri_c0_500_50,0.6912917094730456,0.2454268728434771,0.2871643737814303,30.16941996217305,13.0,13.0
9,PySIPS,650_fri_c0_500_50,0.7393646745805984,0.2609970364953936,0.2668053221702876,28.90218872667256,16.0,16.0
10,PySIPS,650_fri_c0_500_50,0.7694939737964729,0.2614176363672407,0.2376122392136562,28.55212553455965,18.0,18.0
11,PySIPS,650_fri_c0_500_50,0.69103353829848,0.2465321106938901,0.2874045278879041,30.121650080747777,17.0,17.0
12,PySIPS,650_fri_c0_500_50,0.7429126402331836,0.2634453954429052,0.2631733658440918,27.086850416541406,13.0,13.0
13,PySIPS,650_fri_c0_500_50,0.752171195121357,0.2663579177545671,0.2554690575285167,26.953691961075045,13.0,13.0
14,PySIPS,650_fri_c0_500_50,0.6912917094730456,0.2454268728434771,0.2871643737814304,30.170361990691678,13.0,13.0
15,PySIPS,650_fri_c0_500_50,0.7454105801083262,0.2626662280003186,0.2606162924616674,28.623445931881072,13.0,13.0
16,PySIPS,650_fri_c0_500_50,0.7570491006050769,0.2652785456450027,0.2504407723086073,28.85674423191687,13.0,13.0
17,PySIPS,650_fri_c0_500_50,0.7282937885255976,0.2233001817058692,0.2527445697599725,30.52360214805898,11.0,11.0
18,PySIPS,650_fri_c0_500_50,0.7501257514139447,0.2674667867069538,0.2557894993273935,26.9355300525354,13.0,13.0
19,PySIPS,650_fri_c0_500_50,0.7530801053977338,0.2401762074984068,0.2545321266830579,27.5437726111559,34.0,34.0
20,PySIPS,650_fri_c0_500_50,0.6856697525510856,0.2477026935500688,0.2923939895334565,30.087534233574253,14.0,14.0
21,PySIPS,650_fri_c0_500_50,0.7454105801083263,0.2626662280003186,0.2606162924616674,29.008088171677173,13.0,13.0
22,PySIPS,650_fri_c0_500_50,0.7508900060644678,0.2681277014907864,0.2567897440445156,28.82408279607437,13.0,13.0
23,PySIPS,650_fri_c0_500_50,0.6981388561893715,0.2835336315049487,0.2807950709174645,32.279357552513304,14.0,14.0
24,PySIPS,650_fri_c0_500_50,0.7719399281381385,0.230122703622897,0.2334589175483785,27.35729926520502,29.0,29.0
25,PySIPS,650_fri_c0_500_50,0.8447034197311946,0.1611245295718721,0.160084179956808,29.22854171096913,24.0,24.0
26,PySIPS,650_fri_c0_500_50,0.6794798193737085,0.249688523695179,0.2981519440140317,27.999862896957545,19.0,19.0
27,PySIPS,650_fri_c0_500_50,0.7454105801083264,0.2626662280003186,0.2606162924616673,29.29814097618063,13.0,13.0
28,PySIPS,650_fri_c0_500_50,0.7566546200328933,0.2374767322724604,0.2508474142243378,29.057409686910585,18.0,18.0
29,PySIPS,650_fri_c0_500_50,0.6918012582297342,0.2485951116264655,0.286690385054481,29.239436786684376,13.0,13.0
0,Operon,650_fri_c0_500_50,0.9566537931128214,0.0360256149750782,0.0443723377665088,34.374740239438744,49.0,49.0
1,Operon,650_fri_c0_500_50,0.9522601070822828,0.0370877847192211,0.049211654214988,34.34010469607755,49.0,49.0
2,Operon,650_fri_c0_500_50,0.9546720978119544,0.0362153968906957,0.0421645904761327,34.344943125193986,46.0,46.0
3,Operon,650_fri_c0_500_50,0.865763260246495,0.1154609162906249,0.1374145140893356,32.441125852181095,48.0,48.0
4,Operon,650_fri_c0_500_50,0.954116431636931,0.0379951584573388,0.0472981014918683,34.399238541315476,49.0,49.0
5,Operon,650_fri_c0_500_50,0.9524048031245,0.0461713013958499,0.044273656798872,33.96423499031176,47.0,47.0
6,Operon,650_fri_c0_500_50,0.953847672378576,0.0352723123872102,0.0472448875459538,33.9743634122777,47.0,47.0
7,Operon,650_fri_c0_500_50,0.9533496920503822,0.0415873184555297,0.0480884787026262,33.81522095444192,48.0,48.0
8,Operon,650_fri_c0_500_50,0.9559736703066202,0.0382109996178557,0.0409538512059828,34.50101652825815,49.0,49.0
9,Operon,650_fri_c0_500_50,0.9545235834214374,0.0398596716208388,0.0465529757214192,34.20703536257817,50.0,50.0
10,Operon,650_fri_c0_500_50,0.9456866098753915,0.0473034568139189,0.0559878041340145,33.68842652783598,50.0,50.0
11,Operon,650_fri_c0_500_50,0.950096140377958,0.0424328731570765,0.0464212042157281,34.48320487654346,49.0,49.0
12,Operon,650_fri_c0_500_50,0.872181799889743,0.1102564189857129,0.1308440289311021,32.64076984402283,48.0,48.0
13,Operon,650_fri_c0_500_50,0.8742628503365113,0.1194745077818515,0.1296134690097182,32.838162854997144,47.0,47.0
14,Operon,650_fri_c0_500_50,0.9558432261503113,0.041546837216872,0.0410751920173876,34.33976379753885,48.0,48.0
15,Operon,650_fri_c0_500_50,0.9597268301269158,0.0375669290365602,0.0412265530219914,33.68171180417165,48.0,48.0
16,Operon,650_fri_c0_500_50,0.9551812959243736,0.0373607887518645,0.046200408767885,34.812237785842775,48.0,48.0
17,Operon,650_fri_c0_500_50,0.9553910895871834,0.042413087257375,0.0414957751925029,34.28418549772442,50.0,50.0
18,Operon,650_fri_c0_500_50,0.8731077469587877,0.1191832810980686,0.1298961619998964,32.606797682596664,46.0,46.0
19,Operon,650_fri_c0_500_50,0.8789243616258063,0.1151688641495899,0.124808249147088,32.14832435051518,49.0,49.0
20,Operon,650_fri_c0_500_50,0.848889382546762,0.1092597440385683,0.1405650161147697,33.43635146767068,48.0,48.0
21,Operon,650_fri_c0_500_50,0.9597807968684334,0.0375682330555439,0.0411713087306279,33.70237057402332,48.0,48.0
22,Operon,650_fri_c0_500_50,0.874017625044122,0.1199407473731655,0.1298662542917178,32.95784598712235,48.0,48.0
23,Operon,650_fri_c0_500_50,0.8534844196096942,0.1129324809206177,0.1362906542619442,32.66457475217073,47.0,47.0
24,Operon,650_fri_c0_500_50,0.8571057582749113,0.1119162226812707,0.1462769643308805,32.64632930838875,49.0,49.0
25,Operon,650_fri_c0_500_50,0.9494817505651258,0.041360084023828,0.0520756639948998,33.270543765904584,46.0,46.0
26,Operon,650_fri_c0_500_50,0.9478616349141928,0.0382008224794142,0.0484997695860266,34.77908219071719,49.0,49.0
27,Operon,650_fri_c0_500_50,0.9596674055827252,0.0375664357749581,0.0412873843181026,33.816730421893055,48.0,48.0
28,Operon,650_fri_c0_500_50,0.8741331877892764,0.1177296883870274,0.1297471288914058,33.024024110122,50.0,50.0
29,Operon,650_fri_c0_500_50,0.9488750384814104,0.0424474207894736,0.0475570887131832,34.17533686986325,50.0,50.0
0,QLattice,650_fri_c0_500_50,0.8152934516618593,0.1533082476384663,0.189079089939245,21.100875290483213,29.0,29.0
1,QLattice,650_fri_c0_500_50,0.8841698466717733,0.1277630989453451,0.1194010523459361,23.101698315093383,28.0,28.0
2,QLattice,650_fri_c0_500_50,0.801173194726533,0.1433192167823584,0.184951220227538,23.169637035387844,29.0,29.0
3,QLattice,650_fri_c0_500_50,0.8284762307108458,0.1516593565381457,0.1755842361407248,21.144000972229975,27.0,27.0
4,QLattice,650_fri_c0_500_50,0.8370192310949967,0.1496721643575642,0.1680052625352521,22.648802614412688,32.0,32.0
5,QLattice,650_fri_c0_500_50,0.7878647444244418,0.1438415505997551,0.1973309097735421,23.12403174207174,31.0,31.0
6,QLattice,650_fri_c0_500_50,0.7929519725468401,0.1745165557046364,0.2119494568914283,22.14682650091565,33.0,33.0
7,QLattice,650_fri_c0_500_50,0.8577781576501118,0.1681333488023064,0.1466063641911477,19.756363093186366,31.0,31.0
8,QLattice,650_fri_c0_500_50,0.8511212792277724,0.1158900257629771,0.1384888774673328,23.704743497878205,28.0,28.0
9,QLattice,650_fri_c0_500_50,0.7922210556524403,0.174670670903358,0.2126976767161058,22.2014164571519,29.0,29.0
10,QLattice,650_fri_c0_500_50,0.8591999666412182,0.1644712552932031,0.1451407226039182,20.8085028916914,25.0,25.0
11,QLattice,650_fri_c0_500_50,0.8023724283152527,0.1455105905524518,0.1838356779078468,21.45467423259644,29.0,29.0
12,QLattice,650_fri_c0_500_50,0.8273663664113544,0.1514146965640451,0.1767203741585265,22.766110330608097,25.0,25.0
13,QLattice,650_fri_c0_500_50,0.8577705298609655,0.1644329691649785,0.1466142271355104,20.80947860137061,25.0,25.0
14,QLattice,650_fri_c0_500_50,0.7967982078005419,0.1438200244625507,0.1890208886473905,23.159822566076485,27.0,27.0
15,QLattice,650_fri_c0_500_50,0.8251967049585137,0.1507075543256106,0.1789413978129145,21.168274810812992,25.0,25.0
16,QLattice,650_fri_c0_500_50,0.8554144113512643,0.1673012544531576,0.1490429818373442,21.56436065894624,25.0,25.0
17,QLattice,650_fri_c0_500_50,0.8050224196174933,0.1443544273544623,0.1813706223321278,23.15016005612028,27.0,27.0
18,QLattice,650_fri_c0_500_50,0.8280579777847696,0.1524635704462457,0.176012390330917,21.12362826849356,25.0,25.0
19,QLattice,650_fri_c0_500_50,0.8593518607384474,0.1644134852547213,0.1449841458013053,22.432736078449146,25.0,25.0
20,QLattice,650_fri_c0_500_50,0.8494873157345539,0.1175142168821654,0.1400088110671427,23.666864615914314,28.0,28.0
21,QLattice,650_fri_c0_500_50,0.8275947792469153,0.1506054687627504,0.1764865541263356,21.166503774135784,31.0,31.0
22,QLattice,650_fri_c0_500_50,0.8605184935043473,0.1655313291998601,0.1437815472037279,20.773448770489534,31.0,31.0
23,QLattice,650_fri_c0_500_50,0.8067631932854564,0.1450172080649011,0.1797513325508182,21.47128001113609,25.0,25.0
24,QLattice,650_fri_c0_500_50,0.8242361178376623,0.1509888567835915,0.1799247248267756,22.804955699395787,25.0,25.0
25,QLattice,650_fri_c0_500_50,0.8361012953681287,0.1614911817161042,0.1689514970745726,22.492087100632027,30.0,30.0
26,QLattice,650_fri_c0_500_50,0.7909690541074886,0.1464238105918052,0.1944432414681846,23.1153930622334,24.0,24.0
27,QLattice,650_fri_c0_500_50,0.8252389311554647,0.1507038062807825,0.1788981719989792,25.17922722592718,25.0,25.0
28,QLattice,650_fri_c0_500_50,0.8592298700851447,0.1644535026068365,0.1451098972741487,22.429250116346097,25.0,25.0
29,QLattice,650_fri_c0_500_50,0.7903006770562062,0.1462430272973142,0.1950649742925729,21.441452014266822,25.0,25.0
0,GPGOMEA,650_fri_c0_500_50,0.864144878971121,0.126695400882166,0.139071207159915,4.355756304205589,45.0,45.0
1,GPGOMEA,650_fri_c0_500_50,0.8729976590556574,0.1357813741124662,0.1309176645582192,18.093310449965323,29.0,29.0
2,GPGOMEA,650_fri_c0_500_50,0.8382328512727963,0.1325444066518261,0.1504778568899461,12.19387796864185,36.0,36.0
3,GPGOMEA,650_fri_c0_500_50,0.8432461508753936,0.1432995423364247,0.1604646689769475,14.522503509993095,33.0,33.0
4,GPGOMEA,650_fri_c0_500_50,0.8665424668603559,0.1318400436713452,0.1375718622698478,11.252851395657274,37.0,37.0
5,GPGOMEA,650_fri_c0_500_50,0.8471051143236872,0.1181284993966023,0.1422247650838136,7.9652037509924725,41.0,41.0
6,GPGOMEA,650_fri_c0_500_50,0.8591039158915378,0.1324423744994819,0.1442315045076843,19.902052043935058,27.0,27.0
7,GPGOMEA,650_fri_c0_500_50,0.8637713308681572,0.1289177176184175,0.1404284289250315,2.6057488054232616,47.0,47.0
8,GPGOMEA,650_fri_c0_500_50,0.824899766055823,0.1365831767032909,0.1628804621467437,14.740024244704669,33.0,33.0
9,GPGOMEA,650_fri_c0_500_50,0.8466751915775044,0.1293251608168851,0.1569544529009436,7.816291245216872,41.0,41.0
