iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples,architecture,seed,mode
6,836.0099487304688,0.1947689950466156,0.1208893656730651,0.2124911397695541,0.1238332390785217,33041,114.51138776302103,891.3197631835938,0,6162,independent,3,q_dagger
7,2052.726806640625,0.1987927109003067,0.1375585496425628,0.2290945351123809,0.1479578018188476,38562,119.55002101400169,852.1060791015625,0,5521,independent,3,q_dagger
8,1199.750732421875,0.2095952928066253,0.1369304358959198,0.2394605576992035,0.1450186073780059,50407,129.2246840519947,1972.0621337890625,0,11845,independent,3,q_dagger
9,234.85659790039065,0.2076279670000076,0.1338607370853424,0.2355673909187317,0.1397652328014373,57661,133.70787275396287,1221.0823974609375,0,7254,independent,3,q_dagger
0,768.2595825195312,0.0687173977494239,0.065543994307518,0.0687173977494239,0.065543994307518,8000,98.39156252896646,,0,8000,independent,4,uniform
1,276.13055419921875,0.1358602494001388,0.0850262492895126,0.1358602494001388,0.0850262492895126,13640,103.12665051198564,796.2067260742188,0,5640,independent,4,uniform
2,523.4474487304688,0.1541668176651001,0.0970260351896286,0.1541668176651001,0.0970260351896286,16369,103.13117693597452,265.124267578125,0,2729,independent,4,uniform
3,645.68115234375,0.1649375408887863,0.0997614040970802,0.1649375408887863,0.0997614040970802,19937,107.0485185139696,519.6156005859375,0,3568,independent,4,uniform
4,784.2865600585938,0.1840943992137909,0.1007869616150856,0.1840943992137909,0.1007869616150856,24392,108.69041952496627,709.5966186523438,0,4455,independent,4,uniform
5,928.1989135742188,0.1916948705911636,0.1072920709848404,0.1916948705911636,0.1072920709848404,29203,111.74789330601924,759.0592041015625,0,4811,independent,4,uniform
6,706.7235717773438,0.2001459896564483,0.1102292835712432,0.2001459896564483,0.1102292835712432,34965,117.55582700599916,935.9183959960938,0,5762,independent,4,uniform
7,308.9598083496094,0.2127923518419265,0.10780780762434,0.2127923518419265,0.10780780762434,40425,119.69154410902412,775.8820190429688,0,5460,independent,4,uniform
8,1207.8419189453125,0.213931143283844,0.116880364716053,0.213931143283844,0.116880364716053,43180,123.2879504559678,328.1092224121094,0,2755,independent,4,uniform
9,909.28955078125,0.2187020927667617,0.1260748207569122,0.2187020927667617,0.1260748207569122,50983,130.1656058630324,1187.451416015625,0,7803,independent,4,uniform
0,317.79156494140625,0.0641517415642738,0.0647883415222168,0.0726679265499115,0.0703167021274566,8000,96.38122484000633,,0,8000,independent,4,q_dagger
1,966.8998413085938,0.0698914378881454,0.0751869902014732,0.0903340801596641,0.080162838101387,10387,101.84587651101174,317.94976806640625,0,2387,independent,4,q_dagger
2,316.9434509277344,0.1586869060993194,0.1126368045806884,0.1871805638074875,0.121439553797245,17527,108.01736906397856,930.6819458007812,0,7140,independent,4,q_dagger
3,584.48974609375,0.1625723093748092,0.1106388419866561,0.1953562796115875,0.1129409074783325,20358,109.58718059799868,317.5896911621094,0,2831,independent,4,q_dagger
4,688.4710693359375,0.1949704736471176,0.1211655512452125,0.2120099663734436,0.1174269020557403,25254,113.37149923597462,591.4135131835938,0,4896,independent,4,q_dagger
5,326.7254943847656,0.2123973369598388,0.1273950487375259,0.2288481742143631,0.1327592730522155,30002,111.35584646899952,734.3575439453125,0,4748,independent,4,q_dagger
6,776.4088745117188,0.2070588320493698,0.1321674436330795,0.2277376800775528,0.1336043775081634,32888,117.4333650089684,327.9537048339844,0,2886,independent,4,q_dagger
7,694.54736328125,0.217403382062912,0.1236302629113197,0.2439347356557846,0.1325751096010208,37586,118.84415030502714,707.8973999023438,0,4698,independent,4,q_dagger
8,1016.4506225585938,0.2173168808221817,0.1200002580881118,0.2391242384910583,0.1247917115688324,41989,123.30122715898324,707.6405639648438,0,4403,independent,4,q_dagger
9,3054.328125,0.2174292951822281,0.1386496275663375,0.2470559924840927,0.1471045911312103,48373,127.83244349103188,1009.9586181640624,0,6384,independent,4,q_dagger
